,Unnamed: 0,TICKER,EMISOR,VENCIMIENTO,AMORTIZACION,CUPON_DE_RENTA,PROX_VENC,VR,COTIZACION,FECH_ULT_COT,RENTA_ANUAL,INT_CORRIDOS_C100vn,YIELD_ANUAL,VALOR_TECNICO_C100vn,PARIDAD_PERC,TIR_ANUAL,DM,PPV
2905,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-23,100.0,50450.0,26-Abr-23,Fija=6,1.87,5.44,101.87,110.02,-,0.23,0.19
2906,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-23,100.0,47150.0,26-Abr-23,Fija=7.375,1.99,7.18,101.99,102.71,-,0.24,0.23
2907,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-23,40.0,17500.0,26-Abr-23,Fija=8.75,0.23,9.06,40.23,96.63,13.05%,0.86,0.92
2908,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.0,46400.0,26-Abr-23,Tasa fija=6.875,3.11,6.88,103.11,99.97,7.01%,0.97,1.0
2909,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-23,73.4,35599.0,26-Abr-23,Fija=9.5,0.97,8.93,74.37,106.34,6.24%,1.23,1.29
2910,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-23,100.0,39650.0,26-Abr-23,Fija=8.5,2.08,9.88,102.08,86.29,16.80%,1.88,2.08
2911,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-23,97.0,43720.0,26-Abr-23,Fija=8.5,1.88,8.66,98.88,98.23,10.23%,1.16,1.28
2912,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-May-23,92.31,43800.0,26-Abr-23,Fija=9,1.75,8.69,94.06,103.45,6.47%,1.29,1.36
2913,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Jun-23,100.0,47000.0,26-Abr-23,Fija=10.95,0.85,10.57,100.85,103.53,9.97%,2.65,2.78
2914,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-23,100.0,43000.0,26-Abr-23,Fija=8,2.22,8.57,102.22,93.45,10.76%,2.68,2.9
2915,10.0,MGC9O,O.N. PAMPA ENERGIA CLASE 9 EN U$S ,8-Dic-26,3-Anual,Sem.,8-Jun-23,100.0,51800.0,26-Abr-23,Tasa fija.=9.5,3.69,8.53,103.69,110.98,4.84%,2.27,2.37
2916,11.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.0,52000.0,26-Abr-23,Fija=9.125,4.51,8.22,104.51,110.53,5.17%,2.54,2.66
2917,12.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-23,90.0,40700.0,26-Abr-23,Tasa fija=8.75,1.23,8.83,91.23,99.12,9.38%,1.99,2.23
2918,13.0,RCCJO,ARCOR S.A.I.C CLASE XVIII EN U$S ,9-Oct-27,7-Sem,Sem.,9-Oct-23,100.0,48800.0,26-Abr-23,Tasa fija.=8.25,0.44,7.64,100.44,107.94,5.33%,2.6,2.74
2919,14.0,IRCFO,IRSA CLASE XIV EN U$S ,22-Jun-28,5-Anual,Sem.,22-Jun-23,100.0,47100.0,26-Abr-23,Tasa fija.=8.75,3.06,8.61,103.06,101.53,8.35%,2.76,3.07
2920,15.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-23,100.0,39000.0,26-Abr-23,Fija=9,2.95,10.75,102.95,84.16,14.37%,3.41,4.01
2921,16.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-23,100.0,31900.0,26-Abr-23,Fija=7,0.54,9.95,100.54,70.48,13.06%,5.83,7.31
2922,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.0,29000.0,8-Sep-22,Fija=6,1.10,5.92,101.1,101.41,4.26%,0.78,0.8
2923,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.0,29700.0,8-Sep-22,Fija=7.375,1.04,7.09,101.04,103.91,2.71%,0.83,0.84
2924,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.0,18400.0,8-Sep-22,Fija=8.75,2.69,9.82,72.69,89.49,21.24%,0.92,1.08
2925,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.0,27500.0,8-Sep-22,Tasa fija=6.875,2.23,7.24,102.23,95.1,10.46%,1.49,1.58
2926,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.7,24110.0,8-Sep-22,Fija=9.5,0.09,9.67,86.79,98.21,12.54%,1.51,1.68
2927,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.0,21800.0,8-Sep-22,Fija=8.5,1.04,11.18,101.04,76.28,20.79%,2.3,2.62
2928,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.0,27490.0,8-Sep-22,Fija=8.5,0.85,8.82,100.85,96.37,11.00%,1.65,1.81
2929,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Nov-22,100.0,25380.0,8-Sep-22,Fija=4,0.33,4.47,100.33,89.43,15.58%,1.65,1.84
2930,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Sep-22,100.0,29250.0,8-Sep-22,Fija=10.95,2.19,10.82,102.19,101.19,10.98%,3.01,3.23
2931,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.0,26130.0,8-Sep-22,Fija=8,1.20,8.77,101.2,91.28,11.15%,3.15,3.43
2932,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.0,32950.0,8-Sep-22,Fija=9.125,3.35,8.07,103.35,112.72,5.17%,3.03,3.18
2933,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.0,26895.0,8-Sep-22,Tasa fija=8.75,0.24,9.23,100.24,94.85,11.38%,2.23,2.58
2934,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.0,19699.0,8-Sep-22,Fija=2.5,0.50,3.62,100.5,69.3,18.55%,3.76,4.6
2935,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.0,18000.0,8-Sep-22,Fija=1.5,0.68,2.38,100.68,63.21,14.31%,6.02,7.81
2936,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-22,100.0,19350.0,6-Abr-22,Fija=6,1.53,5.98,101.53,100.31,5.81%,1.17,1.2
2937,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.0,19650.0,6-Abr-22,Fija=7.375,1.58,7.24,101.58,101.83,5.94%,1.2,1.24
2938,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.0,12800.0,6-Abr-22,Fija=8.75,0.07,9.1,70.07,96.16,11.85%,1.39,1.51
2939,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-22,100.0,18640.0,6-Abr-22,Tasa fija=6.875,2.73,7.21,102.73,95.51,9.55%,1.85,1.96
2940,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.0,19170.0,6-Abr-22,Fija=9.5,0.79,9.49,100.79,100.11,10.82%,1.68,1.86
2941,5.0,YCA6O,YPF Clase XXXIX 2025 ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.0,16800.0,6-Abr-22,Fija=8.5,1.65,9.8,101.65,86.99,14.04%,2.68,2.96
2942,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.0,18900.0,6-Abr-22,Fija=8.5,1.46,8.67,101.46,98.05,9.68%,2.0,2.18
2943,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-May-22,100.0,17500.0,6-Abr-22,Fija=4,0.62,4.37,100.62,91.55,12.04%,2.07,2.24
2944,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Jun-22,100.0,19475.0,6-Abr-22,Fija=10.95,0.24,10.71,100.24,102.26,10.68%,3.36,3.59
2945,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.0,18700.0,6-Abr-22,Fija=8,1.78,8.28,101.78,96.71,9.15%,3.47,3.75
2946,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-22,100.0,21800.0,6-Abr-22,Fija=9.125,4.00,8.24,104.0,110.33,6.18%,3.29,3.5
2947,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.0,18600.0,6-Abr-22,Tasa fija=8.75,0.88,9.02,100.88,97.06,10.13%,2.58,2.92
2948,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.0,14500.0,6-Abr-22,Fija=2.5,0.68,3.31,100.68,75.81,14.77%,4.26,4.99
2949,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.0,11600.0,6-Abr-22,Fija=1.5,0.03,2.46,100.03,61.04,14.04%,6.46,8.24
2950,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.0,34190.0,30-Dic-22,Fija=6,2.97,6.06,102.97,98.96,8.44%,0.47,0.49
2951,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.0,35100.0,2-Ene-23,Fija=7.375,3.34,7.28,103.34,101.23,5.09%,0.51,0.53
2952,2.0,IRCFO,IRSA CLASE XIV EN U$S ,28-Feb-24,5-Anual,Sem.,22-Jun-23,100.0,34640.0,2-Ene-23,Tasa fija.=8.75,0.29,8.5,100.29,102.94,7.95%,3.07,3.39
2953,3.0,MGC9O,O.N. PAMPA ENERGIA CLASE 9 EN U$S ,28-Feb-24,3-Anual,Sem.,8-Jun-23,100.0,36400.0,2-Ene-23,Tasa fija.=9.5,0.69,8.81,100.69,107.75,6.62%,2.54,2.68
2954,4.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.0,23700.0,2-Ene-23,Fija=8.75,1.53,8.86,71.53,98.75,10.70%,0.74,0.8
2955,5.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.0,34000.0,2-Ene-23,Tasa fija=6.875,0.94,6.85,100.94,100.39,6.68%,1.27,1.31
2956,6.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.7,31900.0,2-Ene-23,Fija=9.5,2.65,8.91,89.35,106.4,6.51%,1.29,1.36
2957,7.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.0,30700.0,2-Ene-23,Fija=8.5,3.68,9.68,103.68,88.25,14.86%,2.09,2.31
2958,8.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.0,35000.0,2-Ene-23,Fija=8.5,3.49,8.43,103.49,100.79,8.08%,1.39,1.5
2959,9.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Feb-23,100.0,33300.0,2-Ene-23,Fija=9,0.64,9.13,100.64,98.61,10.36%,1.42,1.55
2960,10.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-23,100.0,35650.0,2-Ene-23,Fija=10.95,0.12,10.32,100.12,106.12,9.19%,2.89,3.04
2961,11.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.0,33900.0,2-Ene-23,Fija=8,3.69,8.22,103.69,97.44,9.09%,2.9,3.11
2962,12.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.0,38600.0,2-Ene-23,Fija=9.125,1.62,8.05,101.62,113.21,4.75%,2.86,2.98
2963,13.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.0,35010.0,2-Ene-23,Tasa fija=8.75,2.97,8.63,102.97,101.34,8.25%,2.02,2.26
2964,14.0,RCCJO,ARCOR S.A.I.C CLASE XVIII EN U$S ,9-Oct-27,7-Sem,Sem.,9-Abr-23,100.0,37200.0,2-Ene-23,Tasa fija.=8.25,1.26,7.53,101.26,109.49,5.06%,2.83,2.97
2965,15.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-23,100.0,28600.0,2-Ene-23,Fija=9,0.10,10.57,100.1,85.15,13.63%,3.73,4.32
2966,16.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.0,24300.0,2-Ene-23,Fija=7,0.45,9.73,100.45,72.1,12.52%,6.01,7.53
2967,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-22,100.0,18750.0,14-Mar-22,Fija=6,1.17,6.1,101.17,98.38,7.45%,1.22,1.27
2968,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.0,18880.0,14-Mar-22,Fija=7.375,1.13,7.44,101.13,99.1,8.25%,1.24,1.3
2969,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-22,100.0,18995.0,14-Mar-22,Fija=8.75,3.94,9.03,103.94,97.01,12.12%,0.98,1.11
2970,3.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.0,19200.0,14-Mar-22,Fija=9.5,0.21,9.34,100.21,101.7,9.83%,1.75,1.92
2971,4.0,YCA6O,YPF Clase XXXIX 2025 ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.0,15200.0,14-Mar-22,Fija=8.5,1.13,10.69,101.13,79.78,17.34%,2.68,3.03
2972,5.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.0,18899.0,14-Mar-22,Fija=8.5,0.94,8.55,100.94,99.38,8.97%,2.07,2.24
2973,6.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-May-22,100.0,16600.0,14-Mar-22,Fija=4,0.38,4.56,100.38,87.78,13.96%,2.11,2.3
2974,7.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-22,100.0,19460.0,14-Mar-22,Fija=10.95,2.31,10.84,102.31,100.96,11.08%,3.32,3.59
2975,8.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.0,18500.0,14-Mar-22,Fija=8,1.29,8.26,101.29,96.95,9.05%,3.54,3.81
2976,9.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-22,100.0,21200.0,11-Mar-22,Fija=9.125,3.45,8.37,103.45,108.78,6.66%,3.34,3.56
2977,10.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.0,13800.0,14-Mar-22,Fija=2.5,0.53,3.44,100.53,72.87,15.57%,4.28,5.05
2978,11.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-22,100.0,12600.0,11-Mar-22,Fija=1.5,0.69,2.27,100.69,66.42,12.62%,6.62,8.26
2979,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-23,100.0,37470.0,2-Mar-23,Fija=6,1.00,6.01,101.0,99.82,6.63%,0.32,0.33
2980,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-23,100.0,38000.0,2-Mar-23,Fija=7.375,0.92,7.28,100.92,101.31,3.81%,0.37,0.38
2981,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.0,26900.0,2-Mar-23,Fija=8.75,2.59,8.78,72.59,99.71,9.39%,0.59,0.64
2982,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.0,38000.0,2-Mar-23,Tasa fija=6.875,2.12,6.87,102.12,100.12,6.85%,1.11,1.15
2983,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.7,34200.0,2-Mar-23,Fija=9.5,4.07,9.37,90.77,101.37,10.59%,1.08,1.2
2984,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-23,100.0,34200.0,2-Mar-23,Fija=8.5,0.85,9.32,100.85,91.24,13.32%,2.05,2.22
2985,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-23,97.0,36249.0,2-Mar-23,Fija=8.5,0.69,8.51,97.69,99.84,8.77%,1.31,1.43
2986,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-May-23,92.31,34000.0,2-Mar-23,Fija=9,0.55,9.14,92.86,98.51,10.42%,1.4,1.5
2987,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-23,100.0,39250.0,2-Mar-23,Fija=10.95,2.01,10.57,102.01,103.53,10.01%,2.72,2.87
2988,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-23,100.0,35850.0,2-Mar-23,Fija=8,1.07,8.39,101.07,95.44,9.85%,2.84,3.04
2989,10.0,MGC9O,O.N. PAMPA ENERGIA CLASE 9 EN U$S ,8-Dic-26,3-Anual,Sem.,8-Jun-23,100.0,40200.0,2-Mar-23,Tasa fija.=9.5,2.32,8.98,102.32,105.71,7.22%,2.36,2.52
2990,11.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.0,42000.0,2-Mar-23,Fija=9.125,3.19,8.31,103.19,109.51,5.73%,2.67,2.81
2991,12.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-23,90.0,32300.0,2-Mar-23,Tasa fija=8.75,0.09,9.07,90.09,96.47,10.70%,2.1,2.37
2992,13.0,RCCJO,ARCOR S.A.I.C CLASE XVIII EN U$S ,9-Oct-27,7-Sem,Sem.,9-Abr-23,100.0,39950.0,2-Mar-23,Tasa fija.=8.25,2.68,7.87,102.68,104.68,6.58%,2.63,2.81
2993,14.0,IRCFO,IRSA CLASE XIV EN U$S ,22-Jun-28,5-Anual,Sem.,22-Jun-23,100.0,38590.0,2-Mar-23,Tasa fija.=8.75,1.80,8.58,101.8,101.99,8.21%,2.9,3.22
2994,15.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-23,100.0,32850.0,2-Mar-23,Fija=9,1.65,10.38,101.65,86.95,13.19%,3.59,4.15
2995,16.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.0,28000.0,2-Mar-23,Fija=7,1.66,9.5,101.66,74.11,12.17%,5.9,7.36
2996,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-22,100.0,21545.0,6-Jun-22,Fija=6,2.53,6.0,102.53,100.01,6.08%,1.0,1.04
2997,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.0,21665.0,6-Jun-22,Fija=7.375,2.81,7.35,102.81,100.3,7.21%,1.03,1.07
2998,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.0,13500.0,6-Jun-22,Fija=8.75,1.09,9.7,71.09,90.39,17.69%,1.19,1.34
2999,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.0,20700.0,6-Jun-22,Tasa fija=6.875,0.44,7.01,100.44,98.09,8.11%,1.77,1.85
3000,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.0,21850.0,6-Jun-22,Fija=9.5,2.38,9.35,102.38,101.59,9.92%,1.53,1.69
3001,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.0,17100.0,6-Jun-22,Fija=8.5,3.07,10.85,103.07,78.97,18.58%,2.45,2.8
3002,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.0,21300.0,6-Jun-22,Fija=8.5,2.88,8.63,102.88,98.54,9.49%,1.85,2.01
3003,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Ago-22,100.0,19000.0,6-Jun-22,Fija=4,0.29,4.44,100.29,90.17,13.55%,1.91,2.09
3004,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Jun-22,100.0,21900.0,6-Jun-22,Fija=10.95,2.07,10.72,102.07,102.12,10.69%,3.19,3.43
3005,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.0,21200.0,6-Jun-22,Fija=8,3.11,8.18,103.11,97.86,8.83%,3.32,3.58
3006,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.0,23400.0,6-Jun-22,Fija=9.125,0.96,8.26,100.96,110.31,6.16%,3.26,3.45
3007,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.0,21400.0,6-Jun-22,Tasa fija=8.75,2.33,8.79,102.33,99.53,9.12%,2.45,2.75
3008,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.0,14650.0,6-Jun-22,Fija=2.5,1.10,3.64,101.1,68.97,17.79%,3.96,4.82
3009,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.0,12300.0,6-Jun-22,Fija=1.5,0.28,2.57,100.28,58.38,15.14%,6.17,8.07
3010,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-23,100.0,41300.0,30-Mar-23,Fija=6,1.45,5.8,101.45,103.46,-,0.27,0.26
3011,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-23,100.0,40550.0,30-Mar-23,Fija=7.375,1.48,7.26,101.48,101.55,2.08%,0.3,0.3
3012,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.0,29200.0,30-Mar-23,Fija=8.75,3.05,8.61,73.05,101.59,5.80%,0.53,0.56
3013,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.0,41200.0,30-Mar-23,Tasa fija=6.875,2.64,6.74,102.64,102.02,5.00%,1.04,1.07
3014,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-23,73.4,30000.0,30-Mar-23,Fija=9.5,0.48,9.2,73.88,103.19,8.86%,1.27,1.36
3015,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-23,100.0,36150.0,30-Mar-23,Fija=8.5,1.49,9.4,101.49,90.52,13.92%,1.98,2.15
3016,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-23,97.0,38100.0,30-Mar-23,Fija=8.5,1.31,8.63,98.31,98.49,9.93%,1.23,1.35
3017,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-May-23,92.31,36799.5,30-Mar-23,Fija=9,1.18,9.0,93.48,100.04,9.25%,1.33,1.43
3018,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Jun-23,100.0,40850.0,30-Mar-23,Fija=10.95,0.09,10.56,100.09,103.72,9.94%,2.71,2.85
3019,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-23,100.0,37800.0,30-Mar-23,Fija=8,1.67,8.47,101.67,94.49,10.28%,2.76,2.97
3020,10.0,MGC9O,O.N. PAMPA ENERGIA CLASE 9 EN U$S ,8-Dic-26,3-Anual,Sem.,8-Jun-23,100.0,43699.0,30-Mar-23,Tasa fija.=9.5,3.03,8.79,103.03,107.78,6.27%,2.31,2.44
3021,11.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.0,45200.0,30-Mar-23,Fija=9.125,3.88,8.22,103.88,110.58,5.26%,2.61,2.73
3022,12.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-23,90.0,35200.0,30-Mar-23,Tasa fija=8.75,0.68,8.87,90.68,98.65,9.61%,2.05,2.3
3023,13.0,RCCJO,ARCOR S.A.I.C CLASE XVIII EN U$S ,9-Oct-27,7-Sem,Sem.,9-Abr-23,100.0,42650.0,30-Mar-23,Tasa fija.=8.25,3.30,7.85,103.3,104.93,6.44%,2.56,2.73
3024,14.0,IRCFO,IRSA CLASE XIV EN U$S ,22-Jun-28,5-Anual,Sem.,22-Jun-23,100.0,41000.0,30-Mar-23,Tasa fija.=8.75,2.45,8.6,102.45,101.7,8.30%,2.83,3.14
